,shift,activity,date_time
121,18,Patient_registration_for_HTMC,2016-07-19 09:38:00
122,18,Patient_registration_for_HTMC,2016-07-19 09:42:00
123,18,Patient_registration_for_HTMC,2016-07-19 13:47:00
124,18,Patient_registration_for_HTMC,2016-07-19 13:59:00
125,18,Medical_documentation_and_release_records,2016-07-19 15:58:00
126,18,Patient_registration_for_HTMC,2016-07-19 16:09:00
127,19,CP-2.04 Exit through the turnstile 3,2016-07-20 08:55:49
128,19,Charge,2016-07-20 10:10:00
129,19,Charge,2016-07-20 10:10:00
130,19,Patient_registration_for_HTMC,2016-07-20 15:59:00
131,19,Charge,2016-07-20 16:01:00
132,19,Charge,2016-07-20 16:27:00
133,19,Patient_registration_for_specialized_medical_aid,2016-07-20 16:29:00
134,19,Medical_documentation_and_release_records,2016-07-20 16:31:00
135,19,Patient_registration_for_specialized_medical_aid,2016-07-20 16:31:00
136,20,CP-2.04 Exit through the turnstile 3,2016-07-21 08:46:05
137,20,Card reader CPC D1.41,2016-07-21 08:47:33
138,20,Card reader CPC D1.10,2016-07-21 08:47:39
139,20,Card reader CPC D3.12 ESMI,2016-07-21 12:08:46
140,20,Считыватель КПК D3.17 ESMI,2016-07-21 12:10:43
141,20,Считыватель КПК D3.17 ESMI,2016-07-21 12:10:46
142,20,Card reader CPC D3.18 ESMI,2016-07-21 12:48:00
143,20,Charge,2016-07-21 13:38:00
144,20,Patient_registration_for_specialized_medical_aid,2016-07-21 13:39:00
145,20,Charge,2016-07-21 15:07:00
146,20,Patient_registration_for_specialized_medical_aid,2016-07-21 15:08:00
147,21,CP-2.04 Exit through the turnstile 3,2016-07-22 08:30:21
148,21,Card reader CPC D1.41,2016-07-22 08:32:05
149,21,Card reader CPC D1.10,2016-07-22 08:32:13
150,21,Card reader CPC D2.03 (entry) ESMI,2016-07-22 09:25:21
151,21,Card reader CPC D1.10,2016-07-22 09:43:22
152,21,Patient_registration_for_HTMC,2016-07-22 10:01:00
153,21,Charge,2016-07-22 13:08:00
154,21,CP-2.04 Exit through the turnstile 3,2016-07-25 08:31:07
155,21,Card reader CPC D1.41,2016-07-25 08:32:37
156,21,Card reader CPC D1.10,2016-07-25 08:32:43
157,22,CP-2.04 Exit through the turnstile 3,2016-07-26 08:29:28
158,22,CP-2.04 Exit through the turnstile 3,2016-07-26 08:29:29
159,22,Card reader CPC D1.41,2016-07-26 08:31:02
160,22,Medical_documentation_and_release_records,2016-07-26 09:29:00
161,22,Patient_registration_for_HTMC,2016-07-26 09:53:00
162,23,CP-2.04 Exit through the turnstile 3,2016-07-27 08:33:21
163,23,Card reader CPC D2.03 (entry) ESMI,2016-07-27 09:22:16
164,23,Card reader CPC D2.03 (exit) ESMI,2016-07-27 09:22:16
165,23,Charge,2016-07-27 10:57:00
166,23,Patient_registration_for_specialized_medical_aid,2016-07-27 11:04:00
167,23,Charge,2016-07-27 11:08:00
168,23,Charge,2016-07-27 14:21:00
169,23,Patient_registration_for_HTMC,2016-07-27 14:21:00
170,23,Patient_registration_for_HTMC,2016-07-27 14:53:00
171,24,CP-2.04 Exit through the turnstile 3,2016-07-28 08:53:43
172,24,Card reader CPC D1.41,2016-07-28 08:55:03
173,24,Medical_documentation_and_release_records,2016-07-28 10:09:00
174,24,Card reader CPC D2.03 (entry) ESMI,2016-07-28 14:42:17
175,24,Card reader CPC D1.10,2016-07-28 14:45:58
176,24,Card reader CPC D2.03 (entry) ESMI,2016-07-28 15:42:58
177,24,Card reader CPC D2.03 (exit) ESMI,2016-07-28 15:44:20
178,24,Card reader CPC D2.03 (entry) ESMI,2016-07-28 15:49:03
179,24,Card reader CPC D2.03 (exit) ESMI,2016-07-28 16:09:15
180,25,CP-2.04 Exit through the turnstile 3,2016-07-29 08:36:43
181,25,Charge,2016-07-29 09:55:00
182,25,Patient_registration_for_HTMC,2016-07-29 13:10:00
183,25,Charge,2016-07-29 16:31:00
184,25,Patient_registration_for_specialized_medical_aid,2016-07-29 16:31:00
185,26,CP-2.04 Exit through the turnstile 3,2016-08-01 08:40:21
186,26,CP-2.04 Exit through the turnstile 3,2016-08-01 08:40:24
187,26,Card reader CPC D1.41,2016-08-01 08:44:41
188,26,Card reader CPC D1.10,2016-08-01 08:44:45
189,26,Charge,2016-08-01 09:10:00
190,26,Patient_registration_for_specialized_medical_aid,2016-08-01 09:14:00
191,26,Card reader CPC D2.03 (entry) ESMI,2016-08-01 12:21:45
192,26,Card reader CPC D1.41,2016-08-01 12:32:07
193,26,Card reader CPC D1.10,2016-08-01 12:32:12
194,26,Charge,2016-08-01 15:13:00
195,26,Patient_registration_for_specialized_medical_aid,2016-08-01 15:15:00
196,26,CP-2.04 Exit through the turnstile 3,2016-08-02 08:43:03
197,26,Card reader CPC D1.10,2016-08-02 08:44:43
198,27,CP-2.04 Exit through the turnstile 3,2016-08-03 08:56:01
199,27,CP-2.04 Exit through the turnstile 3,2016-08-03 08:56:05
200,27,Card reader CPC D1.41,2016-08-03 08:57:31
201,27,Card reader CPC D1.10,2016-08-03 10:23:35
202,27,Patient_registration_for_HTMC,2016-08-03 14:35:00
203,28,CP-2.04 Exit through the turnstile 3,2016-08-04 08:45:42
204,28,CP-2.04 Exit through the turnstile 3,2016-08-04 08:45:44
205,28,Card reader CPC D1.41,2016-08-04 08:47:20
206,28,Card reader CPC D1.10,2016-08-04 08:47:26
207,28,Charge,2016-08-04 09:50:00
208,28,Card reader CPC D1.41,2016-08-04 15:59:32
209,29,CP-2.04 Exit through the turnstile 3,2016-08-05 08:51:36
210,29,Card reader CPC D1.10,2016-08-05 08:53:52
211,29,Card reader CPC D1.41,2016-08-05 10:06:39
212,29,Card reader CPC D1.10,2016-08-05 10:06:44
213,29,Charge,2016-08-05 15:34:00
214,30,CP-2.04 Exit through the turnstile 3,2016-08-08 08:37:10
215,30,Charge,2016-08-08 09:29:00
216,30,Medical_documentation_and_release_records,2016-08-08 11:21:00
217,30,Patient_registration_for_HTMC,2016-08-08 11:26:00
218,30,Patient_registration_for_HTMC,2016-08-08 11:31:00
219,30,Charge,2016-08-08 12:47:00
220,31,CP-2.04 Exit through the turnstile 3,2016-08-09 08:49:15
221,31,Card reader CPC D1.10,2016-08-09 08:51:14
222,31,Направление_на_ВМП-ОМС,2016-08-09 10:30:00
223,31,Patient_registration_for_HTMC,2016-08-09 14:19:00
224,31,Charge,2016-08-09 14:45:00
225,31,CP-2.04 Exit through the turnstile 3,2016-08-10 08:38:52
226,31,Card reader CPC D1.41,2016-08-10 08:40:22
227,31,Card reader CPC D1.10,2016-08-10 08:40:28
228,32,CP-2.04 Exit through the turnstile 3,2016-08-11 08:40:54
229,32,Card reader CPC D1.10,2016-08-11 08:42:37
230,32,Medical_documentation_and_release_records,2016-08-11 13:18:00
231,33,CP-2.04 Exit through the turnstile 3,2016-08-12 08:47:33
232,33,CP-2.04 Exit through the turnstile 3,2016-08-12 08:47:36
233,33,Card reader CPC D1.41,2016-08-12 08:49:12
234,33,Card reader CPC D1.10,2016-08-12 08:49:18
235,33,Charge,2016-08-12 10:31:00
236,33,Medical_documentation_and_release_records,2016-08-12 11:03:00
237,33,Направление_на_ВМП-ОМС,2016-08-12 11:04:00
238,33,Patient_registration_for_HTMC,2016-08-12 12:04:00
239,33,Patient_registration_for_HTMC,2016-08-12 12:11:00
240,33,Charge,2016-08-12 12:21:00
241,33,Patient_registration_for_HTMC,2016-08-12 12:47:00
242,33,Patient_registration_for_HTMC,2016-08-12 12:52:00
243,33,Medical_documentation_and_release_records,2016-08-12 14:48:00
244,34,CP-2.04 Exit through the turnstile 3,2016-08-22 08:56:20
245,34,Card reader CPC D1.10,2016-08-22 08:57:57
246,34,Patient_registration_for_HTMC,2016-08-22 11:32:00
247,34,Charge,2016-08-22 12:35:00
248,34,Charge,2016-08-22 12:35:00
249,34,Charge,2016-08-22 12:35:00
250,34,Patient_registration_for_HTMC,2016-08-22 14:05:00
251,34,Medical_documentation_and_release_records,2016-08-22 14:37:00
252,34,Charge,2016-08-22 16:52:00
253,35,CP-2.04 Exit through the turnstile 3,2016-08-23 08:35:09
254,35,Card reader CPC D1.41,2016-08-23 08:36:42
255,35,Card reader CPC D1.10,2016-08-23 08:36:48
256,35,Patient_registration_for_HTMC,2016-08-23 10:38:00
257,35,Patient_registration_for_HTMC,2016-08-23 12:06:00
258,35,Card reader CPC D2.04 (IP entry),2016-08-23 12:42:03
259,35,Считыватель КПК D2.04 (вх в стационар),2016-08-23 12:42:48
260,36,CP-2.04 Exit through the turnstile 3,2016-08-24 08:43:16
261,36,CP-2.04 Exit through the turnstile 3,2016-08-24 08:43:18
262,36,Card reader CPC D1.10,2016-08-24 08:46:08
263,36,Charge,2016-08-24 09:56:00
264,36,Charge,2016-08-24 10:47:00
265,36,Patient_registration_for_specialized_medical_aid,2016-08-24 10:50:00
266,36,Patient_registration_for_specialized_medical_aid,2016-08-24 10:54:00
267,36,Charge,2016-08-24 13:29:00
268,36,Patient_registration_for_specialized_medical_aid,2016-08-24 13:31:00
269,37,CP-2.04 Exit through the turnstile 3,2016-08-25 08:43:33
270,37,Card reader CPC D1.10,2016-08-25 08:46:16
271,37,Card reader CPC D1.41,2016-08-25 10:13:37
272,37,Card reader CPC D1.10,2016-08-25 10:13:43
273,37,Charge,2016-08-25 10:28:00
274,37,Направление_на_ВМП-ОМС,2016-08-25 10:35:00
275,37,Charge,2016-08-25 10:45:00
276,37,Charge,2016-08-25 14:06:00
277,38,CP-2.04 Exit through the turnstile 3,2016-08-26 08:39:02
278,38,Patient_registration_for_HTMC,2016-08-26 09:47:00
279,38,Charge,2016-08-26 15:08:00
280,38,Medical_documentation_and_release_records,2016-08-26 15:23:00
281,39,CP-2.04 Exit through the turnstile 3,2016-08-29 08:44:19
282,39,CP-2.04 Exit through the turnstile 3,2016-08-29 08:44:22
283,39,Card reader CPC D1.41,2016-08-29 08:46:06
284,39,Card reader CPC D1.10,2016-08-29 08:46:14
285,39,Charge,2016-08-29 14:54:00
286,39,Charge,2016-08-29 14:55:00
287,40,CP-2.04 Exit through the turnstile 3,2016-08-30 08:43:22
288,40,Charge,2016-08-30 09:38:00
289,40,Charge,2016-08-30 09:57:00
290,40,Patient_registration_for_HTMC,2016-08-30 12:40:00
291,40,Card reader CPC D1.41,2016-08-30 13:54:09
292,41,CP-2.04 Exit through the turnstile 3,2016-08-31 08:44:13
293,41,CP-2.04 Exit through the turnstile 3,2016-08-31 08:44:16
294,41,Card reader CPC D1.41,2016-08-31 08:46:09
295,41,Card reader CPC D1.09,2016-08-31 08:46:16
296,41,Charge,2016-08-31 09:21:00
297,41,Patient_registration_for_HTMC,2016-08-31 09:33:00
298,41,Medical_documentation_and_release_records,2016-08-31 09:42:00
299,41,Charge,2016-08-31 13:52:00
300,41,Medical_documentation_and_release_records,2016-08-31 13:54:00
301,41,Charge,2016-08-31 16:13:00
302,42,Patient_registration_for_HTMC,2016-09-01 09:37:00
303,42,Patient_registration_for_HTMC,2016-09-01 09:45:00
304,42,Patient_registration_for_HTMC,2016-09-01 09:49:00
305,42,Patient_registration_for_HTMC,2016-09-01 10:30:00
306,42,Charge,2016-09-01 14:43:00
307,42,Charge,2016-09-01 16:06:00
308,43,CP-2.04 Exit through the turnstile 3,2016-09-02 08:46:01
309,43,Charge,2016-09-02 09:57:00
310,43,Patient_registration_for_HTMC,2016-09-02 15:50:00
311,44,CP-2.04 Exit through the turnstile 3,2016-09-05 09:00:41
312,44,Charge,2016-09-05 10:14:00
313,44,Patient_registration_for_HTMC,2016-09-05 13:23:00
314,45,CP-2.04 Exit through the turnstile 3,2016-09-06 08:39:40
315,45,Patient_registration_for_HTMC,2016-09-06 12:20:00
316,45,Patient_registration_for_HTMC,2016-09-06 12:50:00
317,46,CP-2.04 Exit through the turnstile 3,2016-09-07 08:51:47
318,46,Card reader CPC D1.41,2016-09-07 08:53:18
319,46,Card reader CPC D1.10,2016-09-07 08:53:23
320,46,Charge,2016-09-07 09:43:00
321,46,Patient_registration_for_specialized_medical_aid,2016-09-07 09:46:00
322,46,Charge,2016-09-07 10:42:00
323,46,Charge,2016-09-07 10:42:00
324,46,Patient_registration_for_specialized_medical_aid,2016-09-07 10:44:00
325,46,Patient_registration_for_HTMC,2016-09-07 12:12:00
326,47,CP-2.04 Exit through the turnstile 3,2016-09-08 08:45:25
327,47,CP-2.04 Exit through the turnstile 3,2016-09-08 08:45:28
328,47,CP-2.04 Exit through the turnstile 3,2016-09-08 08:45:29
329,47,Card reader CPC D1.41,2016-09-08 08:47:04
330,47,Card reader CPC D1.10,2016-09-08 08:47:10
331,47,Patient_registration_for_HTMC,2016-09-08 09:28:00
332,47,Card reader CPC D2.14 ESMI,2016-09-08 09:35:22
333,47,Card reader CPC D2.14 ESMI,2016-09-08 09:35:26
334,47,Направление_на_ВМП-ОМС,2016-09-08 13:57:00
335,47,Charge,2016-09-08 15:22:00
336,47,Charge,2016-09-08 16:46:00
337,47,Charge,2016-09-08 16:48:00
338,47,Charge,2016-09-08 16:50:00
339,47,CP-2.04 Exit through the turnstile 3,2016-09-09 08:42:35
340,48,CP-2.04 Exit through the turnstile 3,2016-09-12 08:45:04
341,48,CP-2.04 Exit through the turnstile 3,2016-09-12 08:45:06
342,48,CP-2.04 Exit through the turnstile 3,2016-09-12 08:45:09
343,48,Card reader CPC D1.41,2016-09-12 08:46:34
344,48,Card reader CPC D1.10,2016-09-12 08:46:41
345,48,Patient_registration_for_HTMC,2016-09-12 10:14:00
346,48,Patient_registration_for_HTMC,2016-09-12 12:41:00
347,48,Patient_registration_for_specialized_medical_aid,2016-09-12 15:31:00
348,48,CP-2.04 Exit through the turnstile 3,2016-09-13 08:57:37
349,48,Medical_documentation_and_release_records,2016-09-13 09:34:00
350,49,CP-2.04 Exit through the turnstile 3,2016-09-14 08:52:16
351,49,CP-2.04 Exit through the turnstile 3,2016-09-14 08:52:19
352,49,Card reader CPC D1.41,2016-09-14 08:53:48
353,49,Card reader CPC D1.10,2016-09-14 08:53:53
354,49,Charge,2016-09-14 15:36:00
355,50,CP-2.04 Exit through the turnstile 3,2016-09-15 08:40:43
356,50,Card reader CPC D1.41,2016-09-15 08:42:53
357,50,Card reader CPC D1.10,2016-09-15 08:43:00
358,50,Patient_registration_for_specialized_medical_aid,2016-09-15 12:30:00
359,50,Patient_registration_for_specialized_medical_aid,2016-09-15 12:34:00
360,51,CP-2.04 Exit through the turnstile 3,2016-09-16 08:43:42
361,51,CP-2.04 Exit through the turnstile 3,2016-09-16 08:43:45
362,51,Patient_registration_for_HTMC,2016-09-16 09:33:00
363,51,Card reader CPC D1.10,2016-09-16 10:01:02
364,51,Patient_registration_for_HTMC,2016-09-16 12:01:00
365,51,Patient_registration_for_HTMC,2016-09-16 16:25:00
366,52,CP-2.04 Exit through the turnstile 3,2016-09-19 08:45:48
367,52,Patient_registration_for_HTMC,2016-09-19 10:43:00
368,52,Charge,2016-09-19 13:55:00
369,52,Направление_на_ВМП-ОМС,2016-09-19 13:58:00
370,53,CP-2.04 Exit through the turnstile 3,2016-09-20 08:41:33
371,53,Card reader CPC D1.41,2016-09-20 08:43:03
372,53,Card reader CPC D1.10,2016-09-20 08:43:09
373,53,Medical_documentation_and_release_records,2016-09-20 11:19:00
374,54,CP-2.04 Exit through the turnstile 3,2016-09-21 08:54:41
375,54,Card reader CPC D1.10,2016-09-21 08:56:08
376,54,Patient_registration_for_HTMC,2016-09-21 11:04:00
377,54,Charge,2016-09-21 12:22:00
378,55,CP-2.04 Exit through the turnstile 3,2016-09-22 08:47:59
379,55,Charge,2016-09-22 09:03:00
380,55,Patient_registration_for_specialized_medical_aid,2016-09-22 09:11:00
381,55,Charge,2016-09-22 09:15:00
382,55,Patient_registration_for_specialized_medical_aid,2016-09-22 09:16:00
383,55,Charge,2016-09-22 09:19:00
384,55,Charge,2016-09-22 10:44:00
385,55,Charge,2016-09-22 13:49:00
386,55,Charge,2016-09-22 13:50:00
387,56,CP-2.04 Exit through the turnstile 3,2016-09-23 08:42:45
388,56,Card reader CPC D1.10,2016-09-23 08:44:57
389,56,Patient_registration_for_HTMC,2016-09-23 11:43:00
390,56,Medical_documentation_and_release_records,2016-09-23 12:47:00
391,56,Patient_registration_for_HTMC,2016-09-23 14:17:00
392,56,Patient_registration_for_HTMC,2016-09-23 16:26:00
393,57,CP-2.04 Exit through the turnstile 3,2016-09-26 08:43:21
394,57,Card reader CPC D1.41,2016-09-26 08:45:01
395,57,Card reader CPC D1.10,2016-09-26 08:45:07
396,57,Card reader CPC D1.41,2016-09-26 09:49:35
397,57,Card reader CPC D1.10,2016-09-26 09:49:40
398,57,Charge,2016-09-26 09:57:00
399,57,Patient_registration_for_specialized_medical_aid,2016-09-26 09:58:00
400,57,Charge,2016-09-26 11:35:00
401,57,Medical_documentation_and_release_records,2016-09-26 15:04:00
402,57,Charge,2016-09-26 15:04:00
403,57,Patient_registration_for_HTMC,2016-09-26 15:24:00
404,58,CP-2.04 Exit through the turnstile 3,2016-10-03 08:48:12
405,58,Charge,2016-10-03 09:13:00
406,58,Patient_registration_for_specialized_medical_aid,2016-10-03 09:15:00
407,58,Charge,2016-10-03 11:52:00
408,58,Patient_registration_for_HTMC,2016-10-03 11:55:00
409,58,Charge,2016-10-03 12:31:00
410,58,Patient_registration_for_HTMC,2016-10-03 14:23:00
411,58,Patient_registration_for_HTMC,2016-10-03 14:30:00
412,59,CP-2.04 Exit through the turnstile 3,2016-10-04 08:39:01
413,59,Card reader CPC D1.41,2016-10-04 08:40:30
414,59,Card reader CPC D1.10,2016-10-04 08:40:36
415,59,Patient_registration_for_HTMC,2016-10-04 14:45:00
416,59,Charge,2016-10-04 15:12:00
417,60,CP-2.04 Exit through the turnstile 3,2016-10-05 08:46:33
418,60,Charge,2016-10-05 09:29:00
419,60,Patient_registration_for_specialized_medical_aid,2016-10-05 09:31:00
420,60,Patient_registration_for_HTMC,2016-10-05 09:49:00
421,60,Patient_registration_for_HTMC,2016-10-05 09:59:00
422,60,Charge,2016-10-05 12:37:00
423,60,Patient_registration_for_specialized_medical_aid,2016-10-05 12:42:00
424,60,Charge,2016-10-05 12:46:00
425,60,Patient_registration_for_specialized_medical_aid,2016-10-05 13:06:00
426,61,CP-2.04 Exit through the turnstile 3,2016-10-06 08:36:56
427,61,Card reader CPC D1.41,2016-10-06 08:38:29
428,61,Charge,2016-10-06 10:44:00
429,61,Patient_registration_for_specialized_medical_aid,2016-10-06 10:55:00
430,61,Patient_registration_for_specialized_medical_aid,2016-10-06 10:56:00
431,61,Patient_registration_for_specialized_medical_aid,2016-10-06 12:48:00
432,61,Patient_registration_for_HTMC,2016-10-06 16:06:00
433,62,CP-2.04 Exit through the turnstile 3,2016-10-07 08:53:47
434,62,Card reader CPC D1.41,2016-10-07 08:55:13
435,62,Card reader CPC D1.10,2016-10-07 08:55:19
436,62,Patient_registration_for_HTMC,2016-10-07 09:24:00
437,62,Charge,2016-10-07 13:22:00
438,62,Patient_registration_for_HTMC,2016-10-07 13:24:00
439,62,Card reader CPC D2.14 ESMI,2016-10-07 14:10:18
440,62,Charge,2016-10-07 15:56:00
441,63,CP-2.04 Exit through the turnstile 3,2016-10-10 08:42:10
442,63,Card reader CPC D1.10,2016-10-10 10:18:05
443,63,Charge,2016-10-10 10:52:00
444,63,Charge,2016-10-10 10:52:00
445,63,Patient_registration_for_specialized_medical_aid,2016-10-10 10:54:00
446,63,Card reader CPC D1.10,2016-10-10 11:54:00
447,63,Patient_registration_for_HTMC,2016-10-10 13:13:00
448,63,Patient_registration_for_HTMC,2016-10-10 15:29:00
449,63,Charge,2016-10-10 16:22:00
450,63,Patient_registration_for_specialized_medical_aid,2016-10-10 16:23:00
451,64,CP-2.04 Exit through the turnstile 3,2016-10-11 08:49:34
452,64,Patient_registration_for_HTMC,2016-10-11 10:54:00
453,65,CP-2.04 Exit through the turnstile 3,2016-10-12 08:53:42
454,65,Charge,2016-10-12 11:08:00
455,65,Patient_registration_for_specialized_medical_aid,2016-10-12 11:09:00
456,65,Patient_registration_for_specialized_medical_aid,2016-10-12 11:11:00
457,65,Charge,2016-10-12 12:52:00
458,65,Charge,2016-10-12 13:17:00
459,65,Направление_на_ВМП-ОМС,2016-10-12 13:35:00
460,65,Charge,2016-10-12 13:41:00
461,65,Charge,2016-10-12 15:15:00
462,66,CP-2.04 Exit through the turnstile 3,2016-10-13 08:47:26
463,66,Charge,2016-10-13 13:52:00
464,67,CP-2.04 Exit through the turnstile 3,2016-10-14 08:53:41
465,67,Card reader CPC D1.10,2016-10-14 08:54:56
